Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent,Months
2019-07-23,151812,Undefined,53.0,Married,Wisconsin,Silver,workers,PayPal,1.0,467.43,2019-07
2019-07-23,151813,Female,67.0,Single,Utah,Basic,self-employed,Card,0.0,1364.98,2019-07
2019-07-23,151815,Female,68.0,Single,Michigan,Basic,workers,PayPal,1.0,104.54,2019-07
2019-07-23,151816,Female,43.0,Married,South Dakota,Basic,self-employed,Other,1.0,2527.24,2019-07
2019-07-24,151817,Male,64.0,Married,Idaho,Silver,workers,PayPal,1.0,1935.35,2019-07
2019-07-25,151818,Female,46.0,Single,Missouri,Basic,Unemployment,Card,0.0,129.95,2019-07
2019-07-25,151820,Female,41.0,Single,Hawaii,Basic,self-employed,PayPal,1.0,2623.07,2019-07
2019-07-25,151821,Female,77.0,Single,Utah,Gold,workers,Other,1.0,1902.46,2019-07
2019-07-25,151822,Female,38.0,Single,New Hampshire,Gold,self-employed,PayPal,1.0,1873.51,2019-07
2019-07-26,151823,Female,50.0,Married,Vermont,Gold,workers,Other,1.0,1349.31,2019-07
2019-07-26,151824,Female,46.0,Married,Ohio,Platinum,workers,Card,1.0,2081.86,2019-07
2019-07-27,151825,Male,64.0,Married,Louisiana,Platinum,workers,Card,0.0,841.44,2019-07
2019-07-28,151827,Male,62.0,Single,Oregon,Platinum,workers,Other,0.0,767.69,2019-07
2019-07-28,151828,Male,69.0,Married,Oregon,Basic,Employees,Other,1.0,306.16,2019-07
2019-07-28,151829,Male,59.0,Married,Maryland,Basic,self-employed,PayPal,0.0,533.64,2019-07
2019-07-29,151831,Female,40.0,Married,Florida,Platinum,workers,PayPal,1.0,696.84,2019-07
2019-07-29,151832,Female,75.0,Single,Michigan,Basic,workers,PayPal,0.0,169.82,2019-07
2019-07-29,151834,Female,54.0,Married,Hawaii,Basic,workers,Other,0.0,1208.94,2019-07
2019-07-29,151835,Male,45.0,Married,Tennessee,Missing,Employees,PayPal,1.0,117.56,2019-07
2019-07-29,151836,Male,36.0,Married,Washington,Silver,workers,Card,1.0,2055.39,2019-07
2019-07-30,151837,Female,40.0,Single,Illinois,Basic,Unemployment,PayPal,1.0,1160.65,2019-07
2019-07-30,151838,Female,68.0,Married,Arkansas,Silver,workers,PayPal,1.0,1044.78,2019-07
2019-07-30,151839,Female,55.0,Single,Connecticut,Gold,workers,Other,1.0,2776.96,2019-07
2019-07-31,151840,Male,32.0,Single,Arizona,Silver,Unemployment,PayPal,0.0,762.74,2019-07
2019-07-31,151841,Female,72.0,Single,New Mexico,Basic,self-employed,PayPal,1.0,1717.11,2019-07
2019-08-01,151842,Female,62.0,Single,Minnesota,Platinum,Unemployment,Other,1.0,1650.65,2019-08
2019-08-01,151843,Female,55.0,Married,Pennsylvania,Basic,Unemployment,Other,1.0,2917.55,2019-08
2019-08-02,151844,Female,18.0,Single,Michigan,Missing,self-employed,PayPal,0.0,1689.33,2019-08
2019-08-02,151845,Female,-1.0,Single,Vermont,Platinum,workers,PayPal,1.0,436.52,2019-08
2019-08-02,151846,Female,53.0,Married,Oklahoma,Silver,Employees,PayPal,0.0,279.19,2019-08
2019-08-03,151847,Male,61.0,Single,Hawaii,Basic,workers,Other,1.0,2863.09,2019-08
2019-08-03,151848,Undefined,15.0,Married,Tennessee,Platinum,self-employed,PayPal,1.0,1921.83,2019-08
2019-08-05,151849,Male,24.0,Married,Rhode Island,Basic,workers,Card,1.0,1157.79,2019-08
2019-08-05,151851,Male,24.0,Married,North Dakota,Silver,Employees,PayPal,0.0,1802.33,2019-08
2019-08-05,151852,Female,35.0,Married,Connecticut,Gold,Employees,PayPal,0.0,702.87,2019-08
2019-08-05,151853,Female,65.0,Married,Arizona,Platinum,workers,PayPal,0.0,1534.1,2019-08
2019-08-05,151854,Male,35.0,Single,Indiana,Missing,Unemployment,PayPal,1.0,1357.68,2019-08
2019-08-06,151855,Female,22.0,Married,Michigan,Gold,Employees,PayPal,0.0,2960.52,2019-08
2019-08-06,151856,Female,15.0,Married,Florida,Basic,Employees,Other,1.0,756.95,2019-08
2019-08-06,151857,Female,65.0,Married,West Virginia,Basic,workers,PayPal,1.0,264.74,2019-08
2019-08-07,151858,Male,65.0,Single,North Carolina,Missing,self-employed,PayPal,0.0,1759.15,2019-08
2019-08-07,151859,Female,63.0,Married,Massachusetts,Gold,self-employed,PayPal,1.0,2487.49,2019-08
2019-08-08,151860,Male,47.0,Single,Arizona,Basic,Employees,Card,1.0,677.54,2019-08
2019-08-08,151861,Female,38.0,Married,South Dakota,Platinum,Employees,PayPal,1.0,501.86,2019-08
2019-08-08,151863,Male,16.0,Single,New York,Silver,Employees,PayPal,1.0,1297.29,2019-08
2019-08-08,151864,Male,57.0,Single,Massachusetts,Basic,Employees,PayPal,0.0,697.55,2019-08
2019-08-08,151865,Male,55.0,Married,New Mexico,Basic,workers,Other,1.0,1121.06,2019-08
2019-08-08,151866,Female,55.0,Single,North Carolina,Missing,workers,Other,1.0,391.88,2019-08
2019-08-09,151867,Female,28.0,Single,Utah,Platinum,Unemployment,PayPal,1.0,945.26,2019-08
2019-08-10,151868,Female,37.0,Married,Montana,Basic,Employees,Other,1.0,397.91,2019-08
2019-08-10,151869,Male,35.0,Married,Texas,Basic,Unemployment,Card,0.0,2917.04,2019-08
2019-08-10,151870,Female,26.0,Single,Florida,Basic,Undefined,PayPal,1.0,938.74,2019-08
2019-08-10,151871,Female,63.0,Married,South Dakota,Gold,workers,Other,1.0,675.06,2019-08
2019-08-11,151872,Male,78.0,Married,New Mexico,Basic,Employees,Card,0.0,1020.2,2019-08
2019-08-12,151873,Male,56.0,Single,Nebraska,Basic,self-employed,Other,1.0,158.6,2019-08
2019-08-12,151874,Female,53.0,Married,Washington,Platinum,workers,PayPal,1.0,218.06,2019-08
2019-08-12,151875,Female,34.0,Married,Wisconsin,Basic,workers,Card,0.0,2814.33,2019-08
2019-08-12,151876,Female,69.0,Married,Pennsylvania,Basic,Undefined,PayPal,1.0,101.23,2019-08
2019-08-13,151877,Female,30.0,Single,Alaska,Basic,Employees,Card,0.0,1875.29,2019-08
2019-08-14,151878,Female,31.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,875.04,2019-08
2019-08-14,151879,Female,57.0,Married,West Virginia,Platinum,Employees,PayPal,0.0,148.88,2019-08
2019-08-14,151882,Male,31.0,Single,Maine,Basic,self-employed,Other,0.0,216.26,2019-08
2019-08-14,151883,Male,33.0,Single,Georgia,Platinum,Employees,PayPal,1.0,191.01,2019-08
2019-08-14,151885,Female,50.0,Single,Wyoming,Gold,Employees,Card,1.0,159.32,2019-08
2019-08-15,151886,Male,26.0,Single,Montana,Gold,workers,PayPal,0.0,1150.77,2019-08
2019-08-15,151887,Male,31.0,Single,South Dakota,Platinum,workers,PayPal,1.0,1124.26,2019-08
2019-08-15,151888,Male,40.0,Single,Mississippi,Basic,self-employed,Other,0.0,106.73,2019-08
2019-08-15,151889,Male,67.0,Single,Mississippi,Basic,workers,Other,1.0,947.92,2019-08
2019-08-15,151890,Male,34.0,Married,South Dakota,Missing,self-employed,Other,1.0,182.09,2019-08
2019-08-16,151891,Female,56.0,Married,Idaho,Basic,Employees,Other,0.0,408.06,2019-08
2019-08-16,151892,Female,34.0,Married,New Mexico,Platinum,self-employed,Card,1.0,1589.97,2019-08
2019-08-16,151893,Female,48.0,Married,Missouri,Gold,workers,Card,1.0,2971.3,2019-08
2019-08-17,151894,Male,40.0,Married,North Carolina,Silver,workers,Other,1.0,1651.4,2019-08
2019-08-17,151896,Female,75.0,Married,Alaska,Gold,Employees,PayPal,0.0,2615.89,2019-08
2019-08-17,151897,Female,57.0,Married,Oregon,Silver,Employees,Card,1.0,1872.97,2019-08
2019-08-17,151898,Male,27.0,Single,Utah,Basic,self-employed,PayPal,0.0,1137.22,2019-08
2019-08-18,151899,Female,40.0,Married,Massachusetts,Gold,Unemployment,PayPal,1.0,2705.93,2019-08
2019-08-18,151900,Male,43.0,Married,Texas,Silver,Unemployment,Card,1.0,604.11,2019-08
2019-08-19,151901,Male,72.0,Single,New York,Silver,Unemployment,Card,0.0,1488.16,2019-08
2019-08-20,151903,Male,35.0,Married,Rhode Island,Gold,Employees,Other,1.0,2032.63,2019-08
2019-08-20,151904,Female,37.0,Married,Arkansas,Gold,Unemployment,PayPal,1.0,887.97,2019-08
2019-08-21,151905,Female,19.0,Married,Oklahoma,Silver,Employees,PayPal,1.0,725.91,2019-08
2019-08-22,151906,Female,66.0,Married,Iowa,Basic,self-employed,Other,0.0,588.61,2019-08
2019-08-22,151907,Male,43.0,Married,Virginia,Silver,self-employed,Card,1.0,42.98,2019-08
2019-08-23,151908,Female,19.0,Married,Nevada,Gold,Employees,Other,1.0,1895.93,2019-08
2019-08-23,151910,Female,31.0,Single,Illinois,Silver,workers,PayPal,1.0,1322.08,2019-08
2019-08-23,151911,Female,40.0,Single,Washington,Silver,workers,PayPal,1.0,182.35,2019-08
2019-08-24,151912,Female,37.0,Married,New Mexico,Basic,Unemployment,Other,1.0,287.77,2019-08
2019-08-24,151913,Female,73.0,Married,Iowa,Basic,workers,PayPal,1.0,1106.89,2019-08
2019-08-24,151914,Female,29.0,Married,Maine,Basic,self-employed,Card,0.0,1295.42,2019-08
2019-08-25,151915,Male,42.0,Single,West Virginia,Gold,self-employed,Card,0.0,608.33,2019-08
2019-08-25,151916,Female,53.0,Married,Oregon,Basic,workers,PayPal,1.0,639.25,2019-08
2019-08-25,151917,Female,15.0,Single,New Jersey,Silver,self-employed,PayPal,1.0,1417.01,2019-08
2019-08-25,151918,Female,58.0,Married,Maine,Basic,self-employed,Other,1.0,2536.59,2019-08
2019-08-25,151919,Female,74.0,Married,Georgia,Basic,workers,PayPal,1.0,861.93,2019-08
2019-08-26,151920,Female,-1.0,Married,Indiana,Basic,Employees,Card,1.0,1239.91,2019-08
2019-08-26,151922,Female,45.0,Single,Ohio,Basic,Employees,Other,0.0,1954.97,2019-08
2019-08-27,151923,Male,45.0,Married,Louisiana,Basic,Employees,Other,0.0,1671.72,2019-08
2019-08-27,151924,Male,63.0,Married,Minnesota,Silver,Employees,Card,1.0,1142.52,2019-08
2019-08-27,151925,Male,56.0,Single,Georgia,Basic,workers,PayPal,1.0,1567.64,2019-08
2019-08-28,151926,Female,62.0,Married,Kentucky,Platinum,self-employed,PayPal,1.0,1326.95,2019-08
2019-08-28,151928,Male,35.0,Married,Nevada,Gold,self-employed,PayPal,0.0,1935.0,2019-08
2019-08-29,151929,Male,25.0,Married,Idaho,Silver,self-employed,Other,1.0,2568.34,2019-08
2019-08-30,151930,Male,25.0,Single,Colorado,Platinum,workers,PayPal,1.0,1198.81,2019-08
2019-08-30,151931,Male,44.0,Single,Illinois,Basic,Employees,Card,1.0,2996.82,2019-08
2019-08-30,151932,Female,22.0,Married,California,Basic,workers,PayPal,1.0,1510.28,2019-08
2019-08-30,151933,Male,49.0,Single,Connecticut,Silver,self-employed,PayPal,0.0,896.07,2019-08
2019-08-30,151934,Male,54.0,Single,Minnesota,Basic,self-employed,PayPal,0.0,227.66,2019-08
2019-09-01,151936,Male,54.0,Single,Kentucky,Basic,workers,PayPal,1.0,2654.79,2019-09
2019-09-01,151937,Female,39.0,Single,New York,Missing,workers,PayPal,1.0,1426.26,2019-09
2019-09-01,151938,Male,-1.0,Married,Alaska,Basic,workers,PayPal,1.0,664.37,2019-09
2019-09-01,151939,Female,56.0,Single,New Hampshire,Basic,Employees,Card,1.0,1049.31,2019-09
2019-09-02,151941,Male,63.0,Married,Louisiana,Basic,self-employed,PayPal,0.0,383.85,2019-09
2019-09-02,151942,Female,72.0,Single,Arizona,Missing,workers,Card,1.0,540.38,2019-09
2019-09-02,151943,Female,-1.0,Single,Pennsylvania,Basic,Employees,Other,0.0,1431.32,2019-09
2019-09-03,151944,Female,78.0,Married,New Hampshire,Basic,self-employed,PayPal,1.0,2966.31,2019-09
2019-09-04,151946,Female,40.0,Married,Louisiana,Basic,workers,Other,1.0,326.44,2019-09
2019-09-04,151947,Female,36.0,Married,Louisiana,Silver,Employees,PayPal,0.0,681.16,2019-09
2019-09-05,151948,Male,24.0,Married,Arizona,Platinum,workers,PayPal,1.0,1486.56,2019-09
2019-09-05,151949,Male,78.0,Married,California,Basic,workers,PayPal,1.0,1106.53,2019-09
2019-09-06,151950,Male,36.0,Married,West Virginia,Basic,Employees,PayPal,0.0,2540.97,2019-09
2019-09-06,151951,Female,66.0,Married,South Carolina,Silver,Employees,Other,1.0,696.5,2019-09
2019-09-07,151952,Male,59.0,Married,New Mexico,Basic,Employees,Other,1.0,1062.47,2019-09
2019-09-08,151953,Female,44.0,Single,Wyoming,Basic,self-employed,PayPal,0.0,2960.98,2019-09
2019-09-08,151954,Male,66.0,Single,Nebraska,Basic,workers,PayPal,1.0,81.37,2019-09
2019-09-08,151955,Male,18.0,Married,Vermont,Gold,workers,PayPal,0.0,1521.84,2019-09
2019-09-08,151956,Male,53.0,Married,Indiana,Basic,self-employed,Other,1.0,2070.51,2019-09
2019-09-10,151959,Male,62.0,Married,New York,Missing,workers,PayPal,1.0,1804.6,2019-09
2019-09-12,151961,Male,18.0,Married,Ohio,Basic,Employees,PayPal,0.0,1733.78,2019-09
2019-09-12,151963,Female,59.0,Married,California,Missing,workers,Card,0.0,880.28,2019-09
2019-09-13,151964,Male,36.0,Married,Colorado,Silver,Employees,PayPal,1.0,1276.2,2019-09
2019-09-13,151965,Male,65.0,Married,South Carolina,Platinum,workers,Card,0.0,56.63,2019-09
2019-09-13,151966,Male,50.0,Married,Arkansas,Silver,Employees,PayPal,1.0,393.8,2019-09
2019-09-14,151967,Female,24.0,Single,North Dakota,Basic,workers,PayPal,1.0,2902.97,2019-09
2019-09-14,151968,Female,71.0,Married,Idaho,Basic,workers,Card,1.0,1657.33,2019-09
2019-09-14,151969,Female,36.0,Single,New York,Basic,Employees,Other,0.0,2018.28,2019-09
2019-09-14,151970,Female,46.0,Single,Maine,Basic,Employees,Card,1.0,1031.63,2019-09
2019-09-15,151971,Female,55.0,Single,Missouri,Platinum,workers,PayPal,1.0,779.96,2019-09
2019-09-15,151972,Male,52.0,Single,Colorado,Basic,Employees,Other,1.0,1868.24,2019-09
2019-09-15,151973,Female,29.0,Married,Rhode Island,Missing,self-employed,PayPal,1.0,2513.36,2019-09
2019-09-16,151974,Male,32.0,Single,Arkansas,Basic,Employees,PayPal,1.0,2733.0,2019-09
2019-09-16,151975,Male,66.0,Single,Indiana,Basic,workers,PayPal,1.0,435.3,2019-09
2019-09-16,151976,Male,71.0,Single,Oregon,Platinum,Undefined,PayPal,1.0,1188.81,2019-09
2019-09-17,151977,Female,17.0,Married,West Virginia,Basic,self-employed,PayPal,1.0,1746.63,2019-09
2019-09-18,151978,Male,37.0,Single,Wyoming,Silver,self-employed,PayPal,0.0,1833.14,2019-09
2019-09-19,151980,Male,48.0,Married,Connecticut,Basic,workers,PayPal,1.0,1068.9,2019-09
2019-09-19,151981,Female,56.0,Single,Maine,Gold,Employees,PayPal,1.0,2687.66,2019-09
2019-09-19,151982,Female,61.0,Married,Missouri,Basic,workers,PayPal,1.0,623.55,2019-09
2019-09-20,151983,Female,28.0,Married,Virginia,Platinum,self-employed,PayPal,1.0,498.27,2019-09
2019-09-20,151984,Female,54.0,Married,Utah,Gold,Undefined,Card,1.0,243.97,2019-09
2019-09-20,151985,Female,76.0,Married,Michigan,Gold,Employees,Card,1.0,539.1,2019-09
2019-09-20,151986,Female,75.0,Married,Tennessee,Missing,self-employed,Other,0.0,333.9,2019-09
2019-09-21,151987,Female,74.0,Married,Massachusetts,Basic,Employees,Other,1.0,68.46,2019-09
2019-09-22,151988,Male,69.0,Single,Georgia,Missing,Employees,PayPal,1.0,294.04,2019-09
2019-09-22,151989,Male,52.0,Married,Indiana,Silver,Employees,PayPal,0.0,675.01,2019-09
2019-09-23,151990,Female,33.0,Single,Wisconsin,Platinum,self-employed,PayPal,1.0,1809.6,2019-09
2019-09-23,151991,Female,33.0,Married,Wisconsin,Gold,workers,Card,0.0,1085.15,2019-09
2019-09-23,151992,Female,35.0,Married,California,Basic,Unemployment,Card,0.0,564.27,2019-09
2019-09-23,151993,Female,60.0,Married,California,Silver,Employees,Card,1.0,2407.99,2019-09
2019-09-24,151995,Male,32.0,Married,Nevada,Silver,self-employed,PayPal,0.0,2842.61,2019-09
2019-09-24,151996,Male,20.0,Single,Virginia,Basic,Employees,PayPal,1.0,234.15,2019-09
2019-09-24,151997,Female,69.0,Single,Arizona,Basic,workers,PayPal,1.0,195.25,2019-09
2019-09-25,151998,Female,30.0,Married,Michigan,Basic,self-employed,Other,1.0,490.23,2019-09
2019-09-25,151999,Female,34.0,Single,Arkansas,Platinum,self-employed,Card,1.0,636.89,2019-09
2019-09-25,152000,Male,40.0,Married,Hawaii,Silver,Employees,PayPal,1.0,1931.67,2019-09
2019-09-25,152001,Male,37.0,Married,Tennessee,Silver,Employees,Card,0.0,1948.66,2019-09
2019-09-25,152002,Female,22.0,Single,South Dakota,Gold,Employees,Card,0.0,2007.54,2019-09
2019-09-25,152003,Female,26.0,Married,West Virginia,Missing,self-employed,Card,1.0,2020.07,2019-09
2019-09-25,152004,Female,43.0,Single,Idaho,Gold,Employees,PayPal,1.0,1227.65,2019-09
2019-09-26,152005,Female,39.0,Married,Massachusetts,Silver,workers,PayPal,0.0,2010.7,2019-09
2019-09-27,152006,Female,46.0,Single,Washington,Gold,Employees,Card,1.0,553.18,2019-09
2019-09-27,152007,Male,31.0,Single,Oregon,Silver,self-employed,Card,1.0,2584.24,2019-09
2019-09-28,152008,Male,70.0,Single,Kentucky,Silver,self-employed,Card,1.0,1503.63,2019-09
2019-09-28,152009,Female,72.0,Single,New Mexico,Basic,workers,PayPal,1.0,361.19,2019-09
2019-09-28,152010,Female,67.0,Married,Tennessee,Silver,workers,Card,0.0,2918.71,2019-09
2019-09-29,152011,Male,78.0,Single,Idaho,Platinum,workers,PayPal,1.0,1421.55,2019-09
2019-09-30,152013,Female,30.0,Married,Mississippi,Basic,Employees,PayPal,1.0,532.29,2019-09
2019-09-30,152014,Female,-1.0,Married,Mississippi,Gold,Employees,Other,1.0,1250.55,2019-09
2019-09-30,152016,Female,26.0,Single,Arizona,Basic,workers,PayPal,1.0,1799.49,2019-09
2019-10-01,152017,Female,59.0,Single,Virginia,Platinum,workers,Other,1.0,235.99,2019-10
2019-10-01,152018,Female,28.0,Married,California,Gold,workers,Card,1.0,1887.3,2019-10
2019-10-01,152019,Male,53.0,Single,Alabama,Basic,Employees,PayPal,1.0,114.85,2019-10
2019-10-01,152020,Female,47.0,Married,Texas,Basic,Employees,PayPal,1.0,1679.77,2019-10
2019-10-01,152021,Female,41.0,Married,South Carolina,Basic,workers,Card,0.0,486.79,2019-10
2019-10-01,152022,Male,73.0,Married,Tennessee,Basic,workers,Other,1.0,663.83,2019-10
2019-10-01,152023,Male,48.0,Single,West Virginia,Platinum,Employees,Other,1.0,44.75,2019-10
2019-10-01,152024,Female,71.0,Single,Connecticut,Basic,Employees,Other,1.0,2640.15,2019-10
2019-10-02,152026,Male,69.0,Married,Maryland,Basic,Employees,PayPal,0.0,1121.33,2019-10
2019-10-02,152027,Female,20.0,Single,Colorado,Basic,Employees,PayPal,1.0,910.33,2019-10
2019-10-02,152028,Male,41.0,Married,Arkansas,Missing,Employees,PayPal,1.0,56.13,2019-10
2019-10-02,152029,Male,55.0,Married,North Carolina,Silver,Employees,Card,1.0,1828.98,2019-10
2019-10-03,152030,Female,37.0,Married,New Mexico,Basic,workers,Card,0.0,1122.19,2019-10
2019-10-03,152031,Female,34.0,Single,Arkansas,Gold,self-employed,PayPal,1.0,72.69,2019-10
2019-10-04,152032,Female,28.0,Single,Nevada,Basic,Employees,Card,1.0,1286.07,2019-10
2019-10-05,152033,Female,63.0,Married,New Mexico,Gold,Employees,Card,1.0,1913.23,2019-10
2019-10-05,152034,Female,30.0,Single,New Jersey,Basic,workers,Other,0.0,1513.31,2019-10
2019-10-05,152035,Female,24.0,Married,Nebraska,Basic,workers,Card,1.0,1083.55,2019-10
2019-10-06,152036,Male,62.0,Married,North Dakota,Basic,workers,PayPal,0.0,1724.57,2019-10
2019-10-06,152037,Undefined,57.0,Married,Oregon,Basic,workers,PayPal,1.0,882.42,2019-10
2019-10-07,152038,Female,51.0,Single,North Carolina,Platinum,Employees,Card,1.0,2567.73,2019-10
2019-10-08,152039,Male,55.0,Single,North Dakota,Silver,Employees,Card,1.0,719.14,2019-10
2019-10-08,152040,Male,63.0,Married,Maine,Basic,workers,PayPal,0.0,1908.42,2019-10
2019-10-08,152041,Female,19.0,Single,Washington,Basic,workers,Card,1.0,1283.18,2019-10
2019-10-08,152042,Female,16.0,Married,Virginia,Silver,workers,PayPal,0.0,1141.17,2019-10
2019-10-08,152043,Male,55.0,Married,Ohio,Basic,self-employed,Other,1.0,2864.12,2019-10
2019-10-09,152044,Female,47.0,Single,Alaska,Basic,Employees,PayPal,1.0,1094.78,2019-10
2019-10-09,152045,Female,-1.0,Single,Illinois,Silver,Employees,Other,1.0,1494.24,2019-10
2019-10-09,152046,Female,54.0,Married,Delaware,Basic,Employees,Other,1.0,2557.92,2019-10
2019-10-10,152047,Male,63.0,Married,Alabama,Basic,self-employed,PayPal,1.0,2876.36,2019-10
2019-10-10,152048,Male,26.0,Single,Maryland,Silver,Unemployment,PayPal,1.0,5.55,2019-10
2019-10-10,152051,Male,36.0,Married,Mississippi,Basic,self-employed,Other,1.0,1824.67,2019-10
2019-10-11,152052,Female,78.0,Married,California,Gold,workers,PayPal,1.0,1493.76,2019-10
2019-10-11,152053,Female,41.0,Married,Oklahoma,Basic,workers,PayPal,0.0,568.27,2019-10
2019-10-11,152054,Female,49.0,Married,Vermont,Basic,Employees,PayPal,1.0,2904.15,2019-10
2019-10-12,152055,Female,21.0,Single,Georgia,Basic,Employees,Card,1.0,34.43,2019-10
2019-10-12,152056,Male,75.0,Single,North Dakota,Platinum,workers,Card,1.0,2068.44,2019-10
2019-10-12,152057,Female,32.0,Single,Wisconsin,Gold,self-employed,Card,1.0,2609.7,2019-10
2019-10-12,152058,Female,70.0,Single,California,Missing,self-employed,Other,1.0,534.76,2019-10
2019-10-12,152059,Female,75.0,Married,Nebraska,Missing,self-employed,Other,0.0,2645.93,2019-10
2019-10-12,152060,Female,64.0,Married,Arizona,Basic,workers,PayPal,1.0,74.93,2019-10
2019-10-12,152061,Female,49.0,Married,Rhode Island,Silver,Employees,Other,0.0,2624.0,2019-10
2019-10-13,152062,Male,56.0,Married,Michigan,Silver,Employees,Card,0.0,2086.0,2019-10
2019-10-13,152063,Female,72.0,Single,North Dakota,Basic,workers,Card,1.0,1357.6,2019-10
2019-10-13,152064,Female,38.0,Married,Minnesota,Missing,Employees,PayPal,0.0,1777.31,2019-10
2019-10-14,152065,Female,40.0,Single,Arizona,Gold,self-employed,Other,1.0,2513.75,2019-10
2019-10-14,152066,Male,26.0,Married,Florida,Missing,workers,PayPal,0.0,2705.36,2019-10
2019-10-14,152067,Male,42.0,Single,Alabama,Basic,Employees,Other,0.0,1691.62,2019-10
2019-10-15,152068,Male,65.0,Single,West Virginia,Missing,workers,Card,0.0,1840.03,2019-10
2019-10-15,152069,Female,46.0,Single,Michigan,Platinum,Unemployment,Card,0.0,2051.18,2019-10
2019-10-15,152070,Male,51.0,Married,Alabama,Platinum,self-employed,Other,1.0,1367.77,2019-10
2019-10-16,152071,Male,71.0,Single,Alaska,Basic,Employees,Other,0.0,768.38,2019-10
2019-10-16,152073,Male,75.0,Single,Iowa,Platinum,workers,PayPal,0.0,1639.73,2019-10
2019-10-16,152074,Female,59.0,Married,Delaware,Basic,workers,Other,0.0,2466.37,2019-10
2019-10-16,152075,Female,27.0,Single,Delaware,Basic,Employees,PayPal,1.0,936.39,2019-10
2019-10-16,152076,Male,36.0,Single,Kansas,Basic,Unemployment,Card,0.0,2744.96,2019-10
2019-10-16,152077,Female,44.0,Single,Rhode Island,Platinum,Employees,Card,1.0,1595.06,2019-10
2019-10-16,152078,Female,24.0,Married,Wyoming,Basic,Unemployment,PayPal,1.0,566.58,2019-10
2019-10-17,152080,Male,75.0,Married,Louisiana,Platinum,workers,Other,1.0,429.08,2019-10
2019-10-18,152081,Male,40.0,Single,Mississippi,Basic,Unemployment,Other,0.0,1462.02,2019-10
2019-10-18,152082,Male,42.0,Married,Maine,Basic,Employees,Card,1.0,39.84,2019-10
2019-10-18,152083,Female,64.0,Single,Minnesota,Silver,workers,Other,1.0,1734.67,2019-10
2019-10-18,152084,Male,26.0,Single,Massachusetts,Gold,self-employed,Card,1.0,297.61,2019-10
2019-10-18,152085,Male,21.0,Single,Wyoming,Basic,workers,Other,1.0,492.74,2019-10
2019-10-19,152086,Male,63.0,Single,Delaware,Silver,workers,PayPal,1.0,872.01,2019-10
2019-10-19,152087,Male,21.0,Married,Wisconsin,Platinum,self-employed,Card,1.0,417.6,2019-10
2019-10-19,152088,Female,46.0,Single,Arkansas,Silver,workers,PayPal,1.0,1430.93,2019-10
2019-10-19,152090,Female,45.0,Single,Georgia,Platinum,workers,Card,1.0,341.39,2019-10
2019-10-20,152091,Female,61.0,Single,Louisiana,Basic,Employees,PayPal,0.0,901.66,2019-10
2019-10-20,152092,Male,78.0,Single,Vermont,Basic,workers,PayPal,0.0,192.77,2019-10
2019-10-20,152093,Male,73.0,Married,South Dakota,Platinum,Unemployment,PayPal,1.0,1713.58,2019-10
2019-10-21,152094,Female,17.0,Single,Minnesota,Platinum,Employees,Card,1.0,99.77,2019-10
2019-10-21,152096,Female,65.0,Single,Louisiana,Gold,Employees,PayPal,0.0,1208.88,2019-10
2019-10-21,152097,Male,22.0,Married,Wisconsin,Basic,workers,PayPal,0.0,471.95,2019-10
2019-10-22,152098,Male,43.0,Single,West Virginia,Basic,workers,PayPal,1.0,2065.03,2019-10
2019-10-22,152099,Female,16.0,Single,Connecticut,Basic,self-employed,PayPal,0.0,1644.06,2019-10
2019-10-23,152100,Female,51.0,Married,Ohio,Basic,Unemployment,PayPal,1.0,678.47,2019-10
2019-10-23,152101,Male,50.0,Married,Colorado,Basic,Employees,PayPal,1.0,1412.72,2019-10
2019-10-24,152102,Female,59.0,Married,Minnesota,Platinum,self-employed,Card,1.0,2053.25,2019-10
2019-10-24,152103,Female,35.0,Married,Wisconsin,Basic,self-employed,PayPal,0.0,976.02,2019-10
2019-10-25,152104,Male,33.0,Married,Oklahoma,Basic,workers,PayPal,0.0,1681.59,2019-10
2019-10-25,152105,Male,28.0,Married,Utah,Basic,Employees,Card,1.0,975.11,2019-10
2019-10-26,152107,Female,42.0,Married,Iowa,Gold,Undefined,Other,0.0,1425.99,2019-10
2019-10-27,152108,Male,72.0,Single,New Hampshire,Silver,workers,Card,1.0,1822.43,2019-10
2019-10-28,152109,Female,67.0,Single,Colorado,Gold,Unemployment,Card,1.0,577.53,2019-10
2019-10-28,152110,Male,69.0,Married,Florida,Basic,Employees,Other,0.0,2649.13,2019-10
2019-10-28,152111,Female,31.0,Single,New Hampshire,Basic,Employees,Other,1.0,1479.67,2019-10
2019-10-28,152112,Female,52.0,Single,Georgia,Basic,workers,PayPal,1.0,1894.89,2019-10
2019-10-29,152113,Male,75.0,Married,Hawaii,Platinum,Employees,PayPal,1.0,1687.41,2019-10
2019-10-29,152114,Female,51.0,Single,West Virginia,Platinum,Unemployment,Card,0.0,522.04,2019-10
2019-10-29,152115,Male,49.0,Single,Rhode Island,Silver,Employees,PayPal,0.0,1579.61,2019-10
2019-10-29,152116,Male,18.0,Single,Illinois,Basic,self-employed,PayPal,1.0,2939.09,2019-10
2019-10-29,152117,Male,61.0,Married,New Jersey,Missing,workers,Other,0.0,1957.04,2019-10
